Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
CLINDENT,7112025,11731035000206,R R OLIVEIRA CLINICA MEDICO ODONTOLOGICA,--,JURÍDICA,RUA BEIRA,S/N,,,JACY PARANA,76840970,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,6033/13,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207112025&VEstado=11&VCodMunicipio=110020,1100207112025,11,110020,53ff424bc8b7f79b34e57136
CLIMEGO CLINICA MEDICA ESPECIALIZADA EM GIN E OBST LTDA,3915840,07725142000165,CLIMEGO CLINICA MEDICA ESPECIALIZADA EM GIN E OBST LTDA,--,JURÍDICA,RUA JULIO DE CASTILHO SUB ESQUINA C AFONSO PENA,149,69-3224-3560,SALA 2,CENTRO,76801080,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0091/2006,SES,10/04/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203915840&VEstado=11&VCodMunicipio=110020,1100203915840,11,110020,53ff424bc8b7f79b34e57137
CLIMEDI,3998274,04677465000132,CLINICA DE MEDICINA INTERNA LTDA,--,JURÍDICA,RUA ALVARO MAIA,1600,69-32161115,,OLARIA,76801270,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203998274&VEstado=11&VCodMunicipio=110020,1100203998274,11,110020,53ff424cc8b7f79b34e57138
CLIHEP,5367816,07042544000165,UNICLINICAS SERVICOS MEDICOS E DIAGNOSTICOS LTDA EPP,--,JURÍDICA,AVENIDA MARECHAL DEODORO,1947,69-3026 4009,4 ANDAR SALA 401,CENTRO,76801098,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,455/2006,SES,04/12/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205367816&VEstado=11&VCodMunicipio=110020,1100205367816,11,110020,53ff424dc8b7f79b34e57139
CLIDENTE,7087306,13246458000177,CLIDENTE CLINICA ODONTOLOGICA LTDA,--,JURÍDICA,AV AMAZONAS,2605,,,NOVA PORTO VELHO,76820163,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5418/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207087306&VEstado=11&VCodMunicipio=110020,1100207087306,11,110020,53ff424dc8b7f79b34e5713a
CLAUDETE MULLER,7457057,,CLAUDETE MULLER,--,FÍSICA,AV CALAMA,4321,,,FLODOALDO PONTES PIN,76820429,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207457057&VEstado=11&VCodMunicipio=110020,1100207457057,11,110020,53ff4250f0c003ad34982986
CITOCLIN PORTO VELHO,2552922,04192129000108,LIMA LIMA LTDA ME,--,JURÍDICA,AV CAMPO SALES,3475,(69)2245475,,OLARIA,78902220,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,010/01,SES,23/02/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202552922&VEstado=11&VCodMunicipio=110020,1100202552922,11,110020,53ff4250f0c003ad34982987
CLAUDIO JOSE SOARES,5372496,,CLAUDIO JOSE SOARES,--,FÍSICA,RUA JOSE GOULART,2163,,,SAO CRISTOVAO,78900900,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1004-0255,SES,03/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205372496&VEstado=11&VCodMunicipio=110020,1100205372496,11,110020,53ff4251f0c003ad34982988
CLAUDIA CHRISTINE PEREIRA CARVALHO ROSA,5408083,,CLAUDIA CHRISTINE PEREIRA CARVALHO ROSA,--,FÍSICA,AV ALVARO MAIA,1600,,,OLARIA,78900900,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205408083&VEstado=11&VCodMunicipio=110020,1100205408083,11,110020,53ff4251f0c003ad34982989
CEPROS,6824285,13478766000128,CENTRO PRO SAUDE DE RONDONIA CEPROS,--,JURÍDICA,RUA ABUNA,2784,69 3221 3041,A,LIBERDADE,76803888,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,FUNDACAO PRIVADA,INDIVIDUAL,3308,SES,12/08/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206824285&VEstado=11&VCodMunicipio=110020,1100206824285,11,110020,53ff4251f0c003ad3498298a
CEPEM,7336551,,CENTRO DE PESQUISA EM MEDICINA TROPICAL,--,JURÍDICA,AVENIDA GUAPORE,215,69 3216 5442,ANEXO CEMETRON,LAGOA,76812329,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207336551&VEstado=11&VCodMunicipio=110020,1100207336551,11,110020,53ff4251f0c003ad3498298b
CILAB PORTO VELHO,2516179,03765513000181,CILABCENTRO INTEGRADO LABORATORIAL BRASILEIRO LTDA,--,JURÍDICA,AVN ALEXANDRE GUIMARAES,8055,(69)2265950,,NOSSA SENHORA DAS GR,78900900,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,DUPLA,EMPRESA PRIVADA,INDIVIDUAL,,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202516179&VEstado=11&VCodMunicipio=110020,1100202516179,11,110020,53ff4251f0c003ad3498298c
CENTRO ODONTOLOGICO L A,7091494,,LEONILDO DE ALMEIDA OLIVEIRA,--,FÍSICA,GERALDO SIQUEIRA,4410,,,CONCEICAO,76808270,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207091494&VEstado=11&VCodMunicipio=110020,1100207091494,11,110020,53ff4252f0c003ad3498298d
CEOF PORTO VELHO,4001451,03119645000136,CENTRO ESPECIALIZADO EM OFTALMOLOGIA,--,JURÍDICA,AV CALAMA,2264,(69) 3229 2929,,SAO JOAO BOSCO,76803768,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0060/2001,SES,23/04/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100204001451&VEstado=11&VCodMunicipio=110020,1100204001451,11,110020,53ff4252f0c003ad3498298e
CENTRUM,5879396,04100879000102,CENTRUM CENTRO DE RECURSOS HUMANOS LTDA,--,JURÍDICA,RUA SENADOR ALVARO MAIA,1747,69 99876544,,OLARIA,78902220,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,3653,SES,15/04/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205879396&VEstado=11&VCodMunicipio=110020,1100205879396,11,110020,53ff4252f0c003ad3498298f
CENTROCOR,6613225,15870926000105,CENTROCOR CENTRO DE TRATAM DE MOLEST CARDIOVASCULAR LTDA,--,JURÍDICA,AVENIDA RIO MADEIRA,1618,69 3216 6845,,NOVA PORTO VELHO,76820161,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0305/2009,SES,21/09/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206613225&VEstado=11&VCodMunicipio=110020,1100206613225,11,110020,53ff4252f0c003ad34982990
CENTRO MUNICIPAL DE FISIOTERAPIA PORTO VELHO,2802708,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,AV PINHEIRO MACHADO,S/N,,ENTRE BRASILIA E GET,SAO CRISTOVAO,76820739,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202802708&VEstado=11&VCodMunicipio=110020,1100202802708,11,110020,53ff4253f0c003ad34982991
CENTRO ODONTOLOGICO LEVOTTI,7099096,04687278000130,CENTRO ODONTOLOGICO LEVOTTI LTDA,--,JURÍDICA,AV PINHEIRO MACHADO,1718,069 32214909,,SAO CRISTOVAO,76804080,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CEO-I,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5547/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207099096&VEstado=11&VCodMunicipio=110020,1100207099096,11,110020,53ff4253f0c003ad34982992
CENTRO MUNICIPAL DE ESPECIALIDADES ODONTOLOGICAS ZONA SUL,5599245,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,ANGICO C AROEIRA,585,,,JARDIM ELDORADO,76820739,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CEO-II,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205599245&VEstado=11&VCodMunicipio=110020,1100205599245,11,110020,53ff4253f0c003ad34982993
CENTRO MUNICIPAL DE ESPECIALIDADES ODONTOLOGICAS ZN LESTE 2,5599253,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,ORION,11646,,,ULISSES GUIMARAES,76820739,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CEO-II,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205599253&VEstado=11&VCodMunicipio=110020,1100205599253,11,110020,53ff4253f0c003ad34982994
CITOMED,7307640,18070777000198,MARIA DE M RIBEIRO ME,--,JURÍDICA,AV CALAMA,6997,,,APONIA,76824167,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207307640&VEstado=11&VCodMunicipio=110020,1100207307640,11,110020,53ff4254f0c003ad34982995
CENTRO MEDICO ODONTOLOGICO SAO CAMILO,6284914,06119959000127,CENTRO MEDICO OTO ALLERGO LTDA,--,JURÍDICA,AV CARLOS GOMES,543,(69) 3223-4666,,CAIARI,76801000,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0367/2008,SES,21/11/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206284914&VEstado=11&VCodMunicipio=110020,1100206284914,11,110020,53ff4254f0c003ad34982996
CENTRO MEDICO ODONTOLOGICO INTEGRADO,7061587,03668137000107,L C ROJAS MEDRANO E CIA LTDA ME,--,JURÍDICA,RUA JOSE VIEIRA CAULA,3882,,,NOVA PORTO VELHO,76820158,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5168/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207061587&VEstado=11&VCodMunicipio=110020,1100207061587,11,110020,53ff4254f0c003ad34982997
CEREST CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR,3431320,04287520000854,RONDONIA SECRETARIA DE ESTADO DA SAUDE,--,JURÍDICA,RUA JOSE DO PATROCINIO,822,69 3216 5280,,CENTRO,76801068,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO DE REFERÊNCIA EM SAÚDE DO TRABALHADOR CEREST,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203431320&VEstado=11&VCodMunicipio=110020,1100203431320,11,110020,53ff4254f0c003ad34982998
CENTRO MATERNO INFANTIL REGINA PACIS PORTO VELHO,2743590,14659791000170,CMI REGINA PACIS LTDA,--,JURÍDICA,RUA JOAQUIM NABUCO,2718,(69)2243016,,SAO CRISTOVAO,76804074,PORTO VELHO - IBGE - 110020,RO,HOSPITAL GERAL,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00240/01,SES,13/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202743590&VEstado=11&VCodMunicipio=110020,1100202743590,11,110020,53ff4254f0c003ad34982999
CENTRO DIAGNOSTICO DE RONDONIA,3728005,84750033000149,CLINICA DE DIAGNOSTICOS MEDICOS DE RONDONIA LTDA,--,JURÍDICA,AV CARLOS GOMES,767,69-3224 2941,,CAIARI,76801147,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0377/05,SES,12/12/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203728005&VEstado=11&VCodMunicipio=110020,1100203728005,11,110020,53ff4255f0c003ad3498299a
CENTRO MUNICIPAL DE ESPECIALIDADES ODONTOLOGICAS ZONA LESTE1,5599334,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,JOSE AMADOR DOS REIS,S/N,,,TANCREDO NEVES,76820739,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CEO-II,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205599334&VEstado=11&VCodMunicipio=110020,1100205599334,11,110020,53ff4256f0c003ad3498299b
CENTRO DE VIVENCIA EM PSICOLOGIA,6666558,,ELISABETE DE LOURDES CHRISTOFOLETTI,--,FÍSICA,RUA JOAQUIM DE ARAUJO LIMA,2423,69 3224 2070,,SAO JOAO BOSCO,76803763,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206666558&VEstado=11&VCodMunicipio=110020,1100206666558,11,110020,53ff4257f0c003ad3498299c
CENTRO DIAGNOSTICO CARDIOVASCULAR,5458072,03710262000138,CENTRO DIAGNOSTICO CARDIOVASCULAR COIMBRA LTDA,--,JURÍDICA,RUA RIO DE JANEIRO,5186,69-32252502,,LAGOA,78916400,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205458072&VEstado=11&VCodMunicipio=110020,1100205458072,11,110020,53ff4257f0c003ad3498299d
CENTRO ESPECIALIZADO EM ODONTOLOGIA,5460360,,SECRETARIA ESTADUAL DE SAUDE DE RONDONIA,--,JURÍDICA,AV JORGE TEIXEIRA,S/N,69-,,SETOR INDUSTRIAL,78903340,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205460360&VEstado=11&VCodMunicipio=110020,1100205460360,11,110020,53ff4258f0c003ad3498299e
CENTRO DE VIVENCIA EM PSICOLOGIA,7199848,16555763000139,CENTRO DE VIVENCIA EM PSICOLOGIA LTDA,--,JURÍDICA,RUA ABUNA,2423,,,SAO JOAO BOSCO,76803762,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207199848&VEstado=11&VCodMunicipio=110020,1100207199848,11,110020,53ff4258f0c003ad3498299f
CENTRO DE TRATAMENTO DO INFARTO ANGIOCENTER,6740804,12025247000141,CENTRO CARDIOLOGICO DE TERAPIA INTENSIVA DE RONDONIA LTDA,--,JURÍDICA,RUA JULIO DE CASTILHO C AFONSO PENA,149,69 3224 6776,ALA UTI,CENTRO,76801080,PORTO VELHO - IBGE - 110020,RO,HOSPITAL ESPECIALIZADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206740804&VEstado=11&VCodMunicipio=110020,1100206740804,11,110020,53ff4258f0c003ad349829a0
CENTRO DE SAUDE MAURICIO BUSTANI,2806916,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,AV JORGE TEIXEIRA,S/N,(69)2213043,,LIBERDADE,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806916&VEstado=11&VCodMunicipio=110020,1100202806916,11,110020,53ff4258f0c003ad349829a1
CENTRO DE SAUDE DR JOSE MARIO ALVES DA SILVA URSO BRANCO,3604519,,SECRETARIA DE ESTADO DE ADMINISTRACAO PENITENCIARIA,--,JURÍDICA,ESTRADA DA PENAL,S/N,(69)32165571,LINHA 28,RURAL,76803678,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203604519&VEstado=11&VCodMunicipio=110020,1100203604519,11,110020,53ff4259f0c003ad349829a2
CENTRO DE SAUDE AREAL DA FLORESTA PORTO VELHO,2494051,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,RUA ACAI,768,(69)2283634,,AREAL DA FLORESTA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202494051&VEstado=11&VCodMunicipio=110020,1100202494051,11,110020,53ff4259f0c003ad349829a3
CENTRO DE REFERENCIA DA MULHER,3197484,05975227000176,S M E SERVICOS MEDICOS ESPECIALIZADOS LTDA,--,JURÍDICA,AVENIDA MARECHAL DEODORO,1947,(69) 3026 4009,SALA 106,CENTRO,76801098,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0100/04,SES,26/04/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203197484&VEstado=11&VCodMunicipio=110020,1100203197484,11,110020,53ff4259f0c003ad349829a4
CENTRO DE REFERENCIA DA SAUDE DA MULHER,3521567,,PREFEITURA DO MUNICIPIO DE PORTO VLEHO,--,JURÍDICA,RUA JACY PARANA C SALGADO FILHO,1943,,,MATO GROSSO,76820739,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203521567&VEstado=11&VCodMunicipio=110020,1100203521567,11,110020,53ff4259f0c003ad349829a5
CENTRO DE REABILITACAO ORAL IMPRO,7094353,06258751000199,LAURITO CAMPI JUNIOR,--,JURÍDICA,RUA TENREIRO ARANHA,3097,,,OLARIA,76801278,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207094353&VEstado=11&VCodMunicipio=110020,1100207094353,11,110020,53ff4259f0c003ad349829a6
CENTRO DE ORTOPEDIA LIMA LTDA,3043371,02906275000114,CENTRO DE ORTOPEDIA LIMA LTDA,--,JURÍDICA,RUA JULIO DE CASTILHO,149,(69)3223 2348,,CENTRO,76801078,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0058/03,SES,09/06/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203043371&VEstado=11&VCodMunicipio=110020,1100203043371,11,110020,53ff425af0c003ad349829a7
CENTRO DE NEUROLOGIA E REABILITACAO DE RONDONIA,5039320,04985646000126,ADRIANO MIRANDA DE SOUSA,--,JURÍDICA,RUA MARECHAL DEODORO,393,(69)32217871,,CENTRO,78916010,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,120/2005,SES,30/03/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205039320&VEstado=11&VCodMunicipio=110020,1100205039320,11,110020,53ff425af0c003ad349829a8
CENTRO DE MEDICINA NUCLEAR DE RONDONIA,6583202,11461768000189,CENTRO DE MEDICINA NUCLEAR DE RONDONIA LTDA EPP,--,JURÍDICA,RUA QUINTINO BOCAIUVA,1850,69 3224 1297,SALA B,SAO CRISTOVAO,76804076,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206583202&VEstado=11&VCodMunicipio=110020,1100206583202,11,110020,53ff425af0c003ad349829a9
CENTRO DE ESPECIALIDADES MEDICAS DR ALFREDO SILVA,2552914,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,AVENIDA RIO MADEIRA COM 7 DE SETEMBRO,2010,(69)39013375,,NOVA PORTO VELHO,76820739,PORTO VELHO - IBGE - 110020,RO,POLICLINICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202552914&VEstado=11&VCodMunicipio=110020,1100202552914,11,110020,53ff425af0c003ad349829aa
CENTRO DE DIAGNOSTICO DE IMAGEM ANGIOCENTER,6653731,12052717000166,CENTRO DE DIAGNOSTICO DE IMAGEM ANGIOCENTER LTDA,--,JURÍDICA,RUA AFONSO PENA,76,69 3221 2003,,CENTRO,76801080,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206653731&VEstado=11&VCodMunicipio=110020,1100206653731,11,110020,53ff425bf0c003ad349829ab
CENTRAL ESTADUAL DE REGULACAO DE RONDONIA,7120540,,SECRETARIA DE ESTADO DA SAUDE DE RONDONIA,--,JURÍDICA,RUA BRASILIA,2512,(69) 3216 7209,TERREO,SAO CRISTOVAO,76804088,PORTO VELHO - IBGE - 110020,RO,CENTRAL DE REGULACAO DO ACESSO,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207120540&VEstado=11&VCodMunicipio=110020,1100207120540,11,110020,53ff425bf0c003ad349829ac
CENTRAL DE REGULACAO,6060048,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,AV CALAMA,4008,6939013177,,EMBRATEL,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRAL DE REGULACAO DO ACESSO,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206060048&VEstado=11&VCodMunicipio=110020,1100206060048,11,110020,53ff425bf0c003ad349829ad
